,Pclass,Sex,Age,SibSp,Parch,Hometown,Boarded,Lifeboat,survived
1161,1,male,46.0,0,0,"Vancouver, British Columbia, Canada",Southampton,,0
1162,3,male,,0,0,"Mullingar, Westmeath, Ireland",Queenstown,,0
1163,1,female,26.0,1,0,"Los Angeles, California, US",Cherbourg,4,1
1164,3,female,,1,0,"Ballymahon, Longford, Ireland",Queenstown,,0
1165,3,male,,0,0,"Sir'Al, Lebanon",Cherbourg,,0
1166,2,female,20.0,1,0,"Skara, Västergötland, Sweden",Southampton,12,1
1167,2,male,28.0,0,0,"Guernsey, Channel Islands",Southampton,,0
1168,2,male,40.0,1,0,"Liverpool, Merseyside, England, UK",Southampton,,0
1169,2,male,30.0,1,0,"Bristol, Avon, England",Southampton,,0
1170,2,male,22.0,0,0,"London, England",Southampton,13,1
1171,3,female,23.0,0,0,"Konjsko Brdo, Croatia",Southampton,,0
1172,3,male,0.75,1,1,"Southampton, Hampshire, England",Southampton,,0
1173,3,female,,0,0,"Carrowskehine, Mayo, Ireland",Queenstown,,0
1174,3,female,9.0,1,1,"Tibnin, Lebanon",Cherbourg,C,1
1175,3,female,2.0,1,1,"Suistamo, Finland",Southampton,,0
1176,3,male,36.0,0,0,"Week St Mary, Cornwall, England",Southampton,,0
1177,3,male,,0,0,"Wellingborough, Northamptonshire, England",Cherbourg,,0
1178,1,male,24.0,1,0,"Minneapolis, Minnesota, US",Southampton,7,1
1179,3,male,,0,0,"Kiğı, Turkey",Cherbourg,,0
1180,3,male,,0,0,"Bridgwater, Somerset, England",Southampton,,0
1181,1,male,,0,0,"Paris, France",Southampton,A,1
1183,3,male,,0,0,"Tebnine, Lebanon",Cherbourg,,0
1184,1,male,53.0,1,1,"San Francisco, California, US",Southampton,13,1
1185,3,male,36.0,0,0,"Westrozebeke, Belgium",Southampton,,0
1186,3,male,26.0,0,0,"Terziysko, Troyan, Bulgaria",Southampton,,0
1187,2,female,1.0,1,2,"Paris, France",Cherbourg,14,1
1188,3,male,,2,0,"Hardîne, Lebanon",Cherbourg,,0
1189,1,male,30.0,0,0,"London, England, UK",Southampton,,0
1190,3,male,29.0,0,0,"Chicago, Illinois, US",Southampton,,0
1191,3,male,32.0,0,0,"Lunna, Orust Island, Sweden",Southampton,A,1
1192,2,male,,0,0,"Paris, France",Cherbourg,,0
1193,2,male,43.0,0,1,"Ilfracombe, Devon, England",Southampton,,0
1194,3,male,24.0,0,0,"Bukovac, Croatia",Southampton,,0
1196,1,female,64.0,1,1,"Milwaukee, Wisconsin, US",Southampton,7,1
1197,1,male,30.0,1,2,"Montreal, Quebec, Canada",Southampton,,0
1198,3,male,0.83,0,1,"London, England",Southampton,11,1
1199,1,male,55.0,1,1,"Montreal, Quebec, Canada",Southampton,,0
1200,3,female,45.0,1,0,"Racine, Wisconsin, US",Southampton,11,1
1201,3,male,18.0,0,0,"Široka Kula, Croatia",Southampton,,0
1202,3,male,22.0,0,0,"Kiğı, Turkey",Cherbourg,13,1
1203,3,male,,0,0,"London, England",Southampton,,0
1204,3,female,37.0,0,0,"Aclare, Sligo, Ireland",Queenstown,,0
1205,1,female,55.0,0,0,"New York, New York, US",Cherbourg,8,1
1206,3,female,17.0,0,0,"Ballysadare, Sligo, Ireland",Queenstown,,0
1207,1,male,57.0,1,0,"New York, New York, US",Cherbourg,,0
1208,2,male,19.0,0,0,"Tavistock, Devon, England",Southampton,,0
1209,3,male,27.0,0,0,"Tågarp, Skåne, Sweden",Southampton,,0
1210,2,male,22.0,2,0,"Guernsey, Channel Islands",Southampton,,0
1211,3,male,26.0,0,0,"Hartford, Connecticut, US",Southampton,,0
1212,3,male,25.0,0,0,"Kiğı, Turkey",Cherbourg,10,1
1213,2,male,26.0,0,0,"London, England",Southampton,,0
1214,1,male,33.0,0,0,"Liverpool, Merseyside, England, UK",Southampton,,0
1215,1,female,39.0,0,0,"St Louis, Missouri, US",Southampton,2,1
1216,3,male,23.0,0,0,"Buenos Aires, Argentina",Southampton,,0
1217,2,female,12.0,2,1,"Guntur, Madras Province, British India",Southampton,13,1
1219,2,male,29.0,1,0,"Netley Abbey, Hampshire, England",Southampton,,0
1220,2,male,21.0,0,0,"Göteborg, Västergötland, Sweden",Southampton,,0
1221,2,female,48.0,0,2,"St. Ives, Cornwall, England",Southampton,14,1
1222,1,male,39.0,0,0,"Philadelphia, Pennsylvania, US",Cherbourg,,0
1223,3,male,,0,0,"Unknown, Lebanon",Cherbourg,,0
1225,3,male,27.0,0,0,"Kricina, Croatia",Southampton,,0
1226,1,male,30.0,0,0,"Brockton, Massachusetts, US",Southampton,,0
1227,2,male,32.0,0,0,"Madeira, Portugal",Southampton,,0
1228,3,male,39.0,0,2,,,,0
1229,2,male,25.0,0,0,"Guernsey, Channel Islands, UK",Southampton,,0
1230,3,male,,0,0,"Hardîne, Lebanon",Cherbourg,,0
1231,2,male,18.0,0,0,"Truro, Cornwall, England, UK",Southampton,,0
1232,3,male,32.0,0,0,"Simrishamn, Skåne, Sweden",Southampton,15,1
1233,3,male,,1,9,"Peterborough, Cambridgeshire, England",Southampton,,0
1234,1,female,58.0,0,1,"Germantown, Pennsylvania, US",Cherbourg,3,1
1235,3,male,,1,1,"London, England",Southampton,,0
1236,3,female,16.0,0,0,"Sondmore, Norway",Southampton,16,1
1237,2,male,26.0,0,0,"Orange, New Jersey, US",Southampton,,0
1238,3,female,38.0,0,0,"Youngstown, Ohio, US",Cherbourg,C,1
1239,2,male,24.0,0,0,"London, England",Southampton,,0
1240,2,female,31.0,0,0,"Maidenhead, Berkshire, England",Southampton,14,1
1241,1,female,45.0,0,1,"New York, New York, US",Cherbourg,7,1
1242,2,male,25.0,0,0,"London, England",Southampton,,0
1243,2,male,18.0,0,0,"Lyndhurst, Hampshire, England",Southampton,,0
1244,2,male,49.0,1,2,"Yeovil, Somerset, England",Southampton,,0
1246,1,male,50.0,0,0,"Torquay, Devon, England, UK",Southampton,,0
1247,1,female,59.0,2,0,"Belmont, Massachusetts, US",Southampton,D,1
1248,3,male,,0,0,"Sandhurst, Kent, England",Southampton,,0
1249,3,male,,0,0,"Waterford, Waterford, Ireland",Queenstown,B,1
1250,3,female,30.0,1,0,"Helsingborg, Skåne, Sweden",Southampton,A,0
1251,3,male,14.5,8,2,"Peterborough, Cambridgeshire, England",Southampton,,0
1252,2,female,24.0,1,1,"Montreal, Quebec, Canada",Cherbourg,10,1
1253,2,female,31.0,0,0,"Bristol, Avon, England",Southampton,10,1
1254,3,male,27.0,0,0,"Široka Kula, Croatia",Southampton,,0
1255,1,female,25.0,1,0,"New York, New York, US",Cherbourg,5,1
1256,3,female,,1,9,"Peterborough, Cambridgeshire, England",Southampton,,0
1257,3,male,,1,0,"Kfar Mechi, Syria",Cherbourg,,0
1259,1,female,45.0,0,1,"New York, New York, US",Cherbourg,7,1
1260,2,male,29.0,0,0,"Barcelona, Catalonia, Spain",Cherbourg,9,1
1261,2,male,21.0,1,0,"Porthleven, Cornwall, England",Southampton,,0
1262,1,female,31.0,0,0,"Tuxedo Park, New York, US",Cherbourg,3,1
1263,1,male,49.0,0,0,"Liverpool, Merseyside, England, UK",Southampton,C,1
1264,2,male,44.0,0,0,"Toledo, Ohio, US",Southampton,,0
1265,1,female,54.0,1,1,"San Francisco, California, US",Southampton,5,1
1266,1,female,45.0,0,0,"Cooperstown, New York, US",Cherbourg,4,1
1267,3,female,22.0,2,0,"Zürich, Switzerland",Southampton,,0
1269,1,male,55.0,0,0,"Birmingham, West Midlands, England, UK",Southampton,,0
1270,3,male,5.0,4,2,"Alseda, Småland, Sweden",Southampton,,0
1271,3,male,,0,0,"Kingwilliamstown, Cork, Ireland",Queenstown,,0
1272,3,male,26.0,0,0,"Broadford, Limerick, Ireland",Queenstown,,0
1273,3,female,,0,0,"Durban, South Africa",Southampton,,0
1274,3,female,19.0,1,0,"Salisbury, Wiltshire, England",Southampton,,0
1276,2,female,24.0,1,2,"Yeovil, Somerset, England",Southampton,9,1
1277,3,male,24.0,0,0,"Horset, Småland, Sweden",Southampton,,0
1278,2,male,57.0,0,0,"West Hoboken, New Jersey, US",Southampton,,0
1279,3,male,21.0,0,0,"Knockmaria, Mayo, Ireland",Queenstown,,0
1280,3,male,6.0,3,1,"Bjuv, Skåne, Sweden",Southampton,,0
1281,1,male,23.0,0,0,"Montreal, Quebec, Canada",Southampton,,0
1282,1,female,51.0,0,1,"Paris, France",Cherbourg,9,1
1283,3,male,13.0,0,2,"East Providence, Rhode Island, US",Southampton,,0
1284,2,male,47.0,0,0,"Carleens, Cornwall, England",Southampton,,0
1285,3,male,29.0,3,1,"Zürich, Switzerland",Southampton,2,1
1286,1,female,18.0,1,0,"Huntington, West Virginia, US",Cherbourg,6,1
1287,3,male,24.0,0,0,"Kilkinlea, Limerick, Ireland",Queenstown,,0
1288,1,female,48.0,1,1,"Zürich, Switzerland",Cherbourg,5,1
1289,3,male,22.0,0,0,"Lysvik, Värmland, Sweden",Southampton,,0
1290,3,male,31.0,0,0,"Philadelphia, Pennsylvania, US",Queenstown,,0
1291,1,female,30.0,0,0,"Youngstown, Ohio, US",Southampton,8,1
1292,2,male,38.0,1,0,"Harrowbarrow, Cornwall, England, UK",Southampton,,0
1293,1,female,22.0,0,1,"New York, New York, US",Cherbourg,7,1
1294,1,male,17.0,0,0,"Montevideo, Uruguay",Southampton,,0
1295,1,male,43.0,1,0,"London, England, UK",Southampton,5,1
1297,2,male,23.0,1,0,"Gunnislake, Cornwall, England",Southampton,,0
1298,1,male,50.0,1,1,"Philadelphia, Pennsylvania, US",Southampton,,0
1300,3,female,3.0,1,1,"Southampton, Hampshire, England",Southampton,,0
1301,3,female,,0,0,"Donoughmore, Ireland",Queenstown,,0
1302,1,female,37.0,1,0,"Fond du Lac, Wisconsin, US",Southampton,14,1
1303,3,female,28.0,0,0,"Stockholm, Sweden",Southampton,,0
1304,3,male,,0,0,"London, England",Southampton,,0
1305,1,female,39.0,0,0,"Madrid, Spain",Cherbourg,8,1
1306,3,male,38.5,0,0,"Skaun, Sør-Trøndelag, Norway",Southampton,,0
1307,3,male,,0,0,"Greenwich, London, England",Southampton,,0
1308,3,male,,1,1,"Sar'al[81], Syria",Cherbourg,D,1
